created_at,text_stopremoved,sentiment_pred,text_stemmed,topic
2025-10-23,semalem aku mimpi prawowo teddy seharian tantrum badmood aku salahin selalu ngirim meme bahlil,Negatif,semalem aku mimpi prawowo teddy hari tantrum badmood aku salahin selalu ngirim meme bahlil,1.0
2025-10-23,gue nder malemnya liat video meme bahlil paginya demam tinggi,Netral,gue nder malemnya liat video meme bahlil pagi demam tinggi,1.0
2025-10-23,minuman jutaan kalo diminum bahlil kaya minuman murah,Positif,minum juta kalo minum bahlil kaya minum murah,1.0
2025-10-23,golkar malu punya ketum kayak bahlil,Negatif,golkar malu punya tum kayak bahlil,1.0
2025-10-23,mantap mas bahlil tu akh g jadi,Negatif,mantap mas bahlil tu akh g jadi,0.0
2025-10-23,tw bahlil ganteng,Positif,tw bahlil ganteng,1.0
2025-10-23,tiktoknya golkar kolom komennya isinya muka bahlil,Negatif,tiktoknya golkar kolom komennya isi muka bahlil,1.0
2025-10-23,awoakwoakwok bahlil,Negatif,awoakwoakwok bahlil,0.0
2025-10-23,kisah perjalanan hidup kinerja menteri bahlil lahadalia nyaris menderita busung lapar via,Netral,kisah jalan hidup kerja menteri bahlil lahadalia nyaris derita busung lapar via,0.0
2025-10-23,gitu meskipun bikin salah jangan gitu nah kalo bahlil tuh,Negatif,gitu meski bikin salah jangan gitu nah kalo bahlil tuh,0.0
2025-10-23,absen satu almamater sama bahlil bukan gw,Netral,absen satu almamater sama bahlil bukan gw,0.0
2025-10-23,suka banget sekarang trigger warningtw bahlil emang triggering doi,Positif,suka banget sekarang trigger warningtw bahlil emang triggering doi,0.0
2025-10-23,alamakkk jolimmm banget padahal udah cukup banyak protes anti protes kayanya kaya bahlil,Negatif,alamakkk jolimmm banget padahal udah cukup banyak protes anti protes kaya kaya bahlil,0.0
2025-10-23,tenangin bahlil stat,Negatif,tenangin bahlil stat,0.0
2025-10-23,bahlil bahlul bahbahno wes,Netral,bahlil bahlul bahbahno wes,0.0
2025-10-23,bahlil menteri seranglah kebijakannya mungkin pernyataannya dianggap kontrversial menyerang orang terkait fisiknya sebaiknya jangan,Negatif,bahlil menteri serang bijak mungkin nyata anggap kontrversial serang orang kait fisik baik jangan,1.0
2025-10-23,jadi bahlil ka udah folow,Netral,jadi bahlil ka udah folow,0.0
2025-10-23,lucu x meme bahlil akun golkar,Netral,lucu x meme bahlil akun golkar,1.0
2025-10-23,jelas bukan meme,Positif,jelas bukan meme,1.0
2025-10-23,antek bahlil kayaa mangkaa mau dengerin orang protes,Negatif,antek bahlil kayaa mangkaa mau dengerin orang protes,0.0
2025-10-23,coret bahlil pigai tim coach,Netral,coret bahlil pigai tim coach,2.0
2025-10-23,video momen tak terduga presiden brasil lula tepuktepuk bahlil depan prabowo,Netral,video momen tak duga presiden brasil lula tepuktepuk bahlil depan prabowo,1.0
2025-10-23,daftar ios temen bahlil,Netral,daftar ios temen bahlil,0.0
2025-10-23,ketempelan bahlil,Negatif,tempel bahlil,0.0
2025-10-23,boneka bahlil beli kak,Netral,boneka bahlil beli kak,0.0
2025-10-23,congraduation jessie pokoknya lancar terus kedepannya semoga kamu makin disayang sama bahlil,Positif,congraduation jessie pokok lancar terus depan moga kamu makin sayang sama bahlil,0.0
2025-10-23,bln bayarin idupnya bahlil gw,Negatif,bln bayarin idupnya bahlil gw,0.0
2025-10-23,anying mana gua kemaren mimpi bahlil,Netral,anying mana gua kemaren mimpi bahlil,1.0
2025-10-23,mantebbb semoga dapet bahlil,Negatif,mantebbb moga dapet bahlil,0.0
2025-10-23,tai lu ngejar apaan si dikejar bahlil jujur,Negatif,tai lu ngejar apa si kejar bahlil jujur,0.0
2025-10-23,nder mimpi mirip aku beberapa hari lalu mimpi direbutin bahlil sama suami gepengku masa,Negatif,nder mimpi mirip aku beberapa hari lalu mimpi direbutin bahlil sama suami gepeng masa,1.0
2025-10-23,ngisi bensin pertamina antrinya separah kalo kata bahlil liat buktinya kalo masyarakat percaya pertamina,Negatif,ngisi bensin pertamina antri parah kalo kata bahlil liat bukti kalo masyarakat percaya pertamina,0.0
2025-10-23,rp saldo dpt pas install apk shopeepay caranya upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies dedi mulyadi,Netral,rp saldo dpt pas install apk shopeepay cara upgrade spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang ran takahashi prabowo budiman sudjatmiko gibran bahlil purbaya anies dedi mulyadi,2.0
2025-10-23,bakal dipenjara mah kalo post meme bahlil,Negatif,bakal penjara mah kalo post meme bahlil,1.0
2025-10-23,bukan salah bahlil bahlil suci bahlil gapernah salah hasil bahlil mau ngatain takut laporin,Negatif,bukan salah bahlil bahlil suci bahlil gapernah salah hasil bahlil mau ngatain takut laporin,0.0
2025-10-23,kalo kata gw mending mula hapus doksli bahlil ai bertitit dc wok,Negatif,kalo kata gw mending mula hapus doksli bahlil ai titit dc wok,0.0
2025-10-23,tebas emang cocok suruh duel sama bahlil,Positif,tebas emang cocok suruh duel sama bahlil,0.0
2025-10-23,beratan dosanya bahlil,Negatif,rat dosa bahlil,1.0
2025-10-23,kelompok relawan pilar merupakan organisasi pendukung pasangan prabowogibran aktif berbagai daerah indonesia terutama kampanye pemilu tokoh kunci meliputi kanisius ketua umum bahlil lahadalia ketua dewan pembina anggota utamanya,Netral,kelompok rawan pilar rupa organisasi dukung pasang prabowogibran aktif bagai daerah indonesia utama kampanye milu tokoh kunci liput kanisius ketua umum bahlil lahadalia ketua dewan bina anggota utama,1.0
2025-10-23,sawan karna dicium bahlil,Negatif,sawan karna cium bahlil,0.0
2025-10-23,mantap buat nasi goreng gampang panaskan minyak tumis bawang putih tambah telur orakarik masukin nasi dingin kecap garam sayurayam tabur bawang goreng selamat makan,Positif,mantap buat nasi goreng gampang panas minyak tumis bawang putih tambah telur orakarik masukin nasi dingin kecap garam sayurayam tabur bawang goreng selamat makan,0.0
2025-10-23,aku mau nasi goreng,Netral,aku mau nasi goreng,1.0
2025-10-23,maunya bikin jera si tukang bikin meme bahlil apalah daya malah jadi inspirasi buat pembuat meme ngebikin meme berikutnya,Negatif,mau bikin jera si tukang bikin meme bahlil apa daya malah jadi inspirasi buat buat meme ngebikin meme ikut,1.0
2025-10-23,pak kapan gantikan bahlil orang jargonnya jokowi merusak citra pemerintahan pak coba pikirkan baikbaik si penjilat paktolong paktolong terima kasih,Negatif,pak kapan ganti bahlil orang jargon jokowi rusak citra perintah pak coba pikir baikbaik si jilat paktolong paktolong terima kasih,0.0
2025-10-23,anjayy ganteng pak bahlil,Positif,anjayy ganteng pak bahlil,0.0
2025-10-23,seger betul tl ig gw bertebaran meme bahlil,Negatif,seger betul tl ig gw tebar meme bahlil,1.0
2025-10-23,harusnya dilaporkan bahlil orang jelek jadi menteri,Negatif,harus lapor bahlil orang jelek jadi menteri,0.0
2025-10-23,gw stress banget liat look wonu allah aku rela gebukin bahlil wonu,Negatif,gw stress banget liat look wonu allah aku rela gebukin bahlil wonu,0.0
2025-10-23,liat polanya laporin pelaku pembuat meme kan semacam relawan apalah sejenisnya kakanda bahlil angkat bicara memaafkan pelaku publik menganggap bahlil orang baik,Negatif,liat pola laporin laku buat meme kan macam rawan apa jenis kakanda bahlil angkat bicara maaf laku publik anggap bahlil orang baik,1.0
2025-10-23,izin bertanya ketua umum masjid of the world syekh abu bahlil lahab al gokariyah wal hibikiyah etanole kontole hukumnya mengkonversi panas neraka menjadi energi terbarukan syukron,Netral,izin tanya ketua umum masjid of the world syekh abu bahlil lahab al gokariyah wal hibikiyah etanole kontole hukum konversi panas neraka jadi energi baru syukron,0.0
2025-10-23,kamu mimpi bahlil,Netral,kamu mimpi bahlil,0.0
2025-10-23,semau garagara bahlil,Negatif,mau garagara bahlil,1.0
2025-10-23,gender war tiwtter lifespan bahlil bertambah satu tahun,Netral,gender war tiwtter lifespan bahlil tambah satu tahun,0.0
2025-10-23,lapor bahlil coba lil katanya kenal sama elon,Netral,lapor bahlil coba lil kata kenal sama elon,1.0
2025-10-23,berhubung udah jadi istri orang kalau misal misal ak nambah tato gambar bahlil gt dimusuhi kluarga suami yh,Negatif,hubung udah jadi istri orang kalau misal misal ak nambah tato gambar bahlil gt musuh kluarga suami yh,1.0
2025-10-23,selengkapnya,Positif,lengkap,
2025-10-23,anehnya anak buahnya melapor bahlil mengaku tahumenahu apa benar tahu purapura tahu sindirnya,Negatif,aneh anak buah lapor bahlil aku tahumenahu apa benar tahu purapura tahu sindir,1.0
2025-10-23,menilai aneh pelaporan dilakukan bawahan bahlil sepengetahuan atasannya,Negatif,nilai aneh lapor laku bawah bahlil tahu atas,1.0
2025-10-23,nama wahyu memuncaki klasemen urutann bahlil,Netral,nama wahyu puncak klasemen urutann bahlil,0.0
2025-10-23,langkah ampg mempolisikan puluhan akun menyebarkan meme bahlil terlalu etis justru menunjukkan arogansi pejabat kata jerry keterangannya jakarta kamis,Negatif,langkah ampg polisi puluh akun sebar meme bahlil terlalu etis justru tunjuk arogansi jabat kata jerry terang jakarta kamis,1.0
2025-10-23,menanggapi langkah anak buah ketua umum partai golkar bahlil lahadalia melaporkan sejumlah akun media sosial polisi menyebarkan meme terkait kiprah sang menteri esdm,Netral,tanggap langkah anak buah ketua umum partai golkar bahlil lahadalia lapor jumlah akun media sosial polisi sebar meme kait kiprah sang menteri esdm,1.0
2025-10-23,pak bahlil terganteng ternyata sungguh baik hatinya layak masuk surga secepatnya,Positif,pak bahlil ganteng nyata sungguh baik hati layak masuk surga cepat,0.0
2025-10-23,tahan bahlil,Netral,tahan bahlil,1.0
2025-10-23,lebih bahlil pendek,Negatif,lebih bahlil pendek,0.0
2025-10-23,jadi ngebayangin anak cucu bahlil sawan g,Negatif,jadi ngebayangin anak cucu bahlil sawan g,0.0
2025-10-23,sepupu gua mau wisuda kalo gua bikinin bucket bahlil happy terakhir maunya jinu boys kalo diganti bahlil gapapa,Negatif,sepupu gua mau wisuda kalo gua bikinin bucket bahlil happy akhir mau jinu boys kalo ganti bahlil gapapa,1.0
2025-10-23,akhirnya bahlil mencuci piring sehabis pestanya limbong,Netral,akhir bahlil cuci piring habis pesta limbong,1.0
2025-10-23,lebih bahlil pendek wkwkwk,Negatif,lebih bahlil pendek wkwkwk,0.0
2025-10-23,kamu bahlil banget nder udah ghosting ngechat dluan buat buka topik obrolan,Negatif,kamu bahlil banget nder udah ghosting ngechat dluan buat buka topik obrol,0.0
2025-10-23,keknya si cuman penggen ngasih tunjuk kalau jauh lebih tinggi posturnya drpd si bahlil makanya ngalah buat nunduk kalau si bahlil jinjit kan kasihan nyampe eye on eye ama si mas pram,Negatif,kek si cuman gen ngasih tunjuk kalau jauh lebih tinggi postur drpd si bahlil makanya ngalah buat nunduk kalau si bahlil jinjit kan kasihan nyampe eye on eye ama si mas pram,0.0
2025-10-23,sikapnya bahlil tuh tercela smwa,Negatif,sikap bahlil tuh cela smwa,0.0
2025-10-23,nyanyi liat poto bahlil bang,Positif,nyanyi liat poto bahlil bang,0.0
2025-10-23,tadi poto bahlil mullet tl aq kak,Netral,tadi poto bahlil mullet tl aq kak,0.0
2025-10-23,luhut bahlil airlangga erik jokowi srimul basuki zulhas roslan tito karnavian listyo pratikno biang kehancuran,Netral,luhut bahlil airlangga erik jokowi srimul basuki zulhas roslan tito karnavian listyo pratikno biang hancur,2.0
2025-10-23,astaghfirullah maaf pak bahlil,Negatif,astaghfirullah maaf pak bahlil,1.0
2025-10-23,gimna kalau bahlil mullet,Netral,gimna kalau bahlil mullet,2.0
2025-10-23,suara rakyat suara golkar bahlil malah dibungkam bukannya dilaksanakan hahaha,Negatif,suara rakyat suara golkar bahlil malah bungkam bukan laksana hahaha,1.0
2025-10-23,nasehat gw kpd pelapor meme bahlil kuasai landscape kasusnya baru cek dmn delik pidananya stlh baru bicara pelanggaran amp pasalnya makanya jgn buru mau menjarain org,Negatif,nasehat gw kpd lapor meme bahlil kuasa landscape kasus baru cek dmn delik pidana stlh baru bicara langgar amp pasal makanya jgn buru mau menjarain org,1.0
2025-10-23,gara bahlil dkk adil kalo balasannya akhirat doang semoga bahlil dkk dibalas perbuatannya dunia amp semua rakyat indonesia terdzolimi menyaksikannya,Negatif,gara bahlil dkk adil kalo balas akhirat doang moga bahlil dkk balas buat dunia amp semua rakyat indonesia terdzolimi saksi,0.0
2025-10-23,bayangin dicium bahlil megachan,Netral,bayangin cium bahlil megachan,0.0
2025-10-23,woy ditiktok sampek bikin web buat sensor muka bahlil anjirr,Negatif,woy ditiktok sampek bikin web buat sensor muka bahlil anjirr,1.0
2025-10-23,hi bahlil lahadalia bukan kakak robert pattinson hubungan keluarga robert inggris bahlil indonesia mungkin bercanda soal mirip,Negatif,hi bahlil lahadalia bukan kakak robert pattinson hubung keluarga robert inggris bahlil indonesia mungkin canda soal mirip,1.0
2025-10-23,billboard jalan raya biasa gw lewatin baru dipasang foto bahlil gede banget kebayang gimana orang pagi berangkat kerja udah mah macet tambah badmood liat mukanya,Negatif,billboard jalan raya biasa gw lewatin baru pasang foto bahlil gede banget bayang gimana orang pagi berangkat kerja udah mah macet tambah badmood liat muka,0.0
2025-10-23,anjir anak orang langsung sakit gara mimpi dicium bahlil takut,Negatif,anjir anak orang langsung sakit gara mimpi cium bahlil takut,0.0
2025-10-23,ketempelan bahlil,Negatif,tempel bahlil,
2025-10-23,bentar bahlil malfoy,Netral,bentar bahlil malfoy,0.0
2025-10-23,wah gara meme bahlil awokwowkwok,Negatif,wah gara meme bahlil awokwowkwok,1.0
2025-10-23,jir langsung demam abis mimpiin bahlil,Negatif,jir langsung demam abis mimpiin bahlil,0.0
2025-10-23,sayangnya aku nyari doll mirip bahlil kak,Netral,sayang aku nyari doll mirip bahlil kak,1.0
2025-10-23,asal bahlil semuanya penyakitan,Negatif,asal bahlil semua sakit,0.0
2025-10-23,gong bener pradana disitu yakin bahlil bercandain soal pemilihan iluni pradana vs pram ruangan,Netral,gong bener pradana situ yakin bahlil bercandain soal pilih iluni pradana vs pram ruang,0.0
2025-10-23,bahlil anj,Netral,bahlil anj,
2025-10-23,sumber kredibelnya mana tunjukin dong kalo cm bikin hoax bahlil,Negatif,sumber kredibelnya mana tunjukin dong kalo cm bikin hoax bahlil,1.0
2025-10-23,drpd jadi bahlil jelek,Negatif,drpd jadi bahlil jelek,0.0
2025-10-23,takut dipenjarain bahlil,Negatif,takut dipenjarain bahlil,1.0
2025-10-23,lo ngerusakin kendaraan rakyat bahlil,Netral,lo ngerusakin kendara rakyat bahlil,0.0
2025-10-23,haha bukan musuhin netizen justru apresiasi kreativitas guyonannya biar medsos tetap fun ribet bahlil siapa humor pintar emang obat terbaik buat lelah seharihari see you tetep semangat,Positif,haha bukan musuhin netizen justru apresiasi kreativitas guyon biar medsos tetap fun ribet bahlil siapa humor pintar emang obat baik buat lelah seharihari see you tetep semangat,1.0
2025-10-23,mana bahlil jijik liat mukanya,Negatif,mana bahlil jijik liat muka,1.0
2025-10-23,mana bahlil jijik liat mukanya,Negatif,mana bahlil jijik liat muka,
2025-10-23,mana bahlil jijik liat mukanya,Negatif,mana bahlil jijik liat muka,
2025-10-23,mana bahlil jijik liat mukanya,Negatif,mana bahlil jijik liat muka,
2025-10-23,mana bahlil jijik liat mukanya,Negatif,mana bahlil jijik liat muka,
2025-10-23,semuanya kunjungan dibilang penyefonk rejim bro terlepas skandal s bahlili namanya organisasi wajar wajar kunjungan begini waktu pemilihan iluni pradana dibeking bahlil,Negatif,semua kunjung bilang penyefonk rejim bro lepas skandal s bahlili nama organisasi wajar wajar kunjung begini waktu pilih iluni pradana beking bahlil,0.0
2025-10-23,km udah tersirap energi bahlil hati hati nder,Netral,km udah sirap energi bahlil hati hati nder,0.0
2025-10-23,bahlil ireng wkwkwkwk,Positif,bahlil ireng wkwkwkwk,0.0
2025-10-23,haha bener guyon jadi obat pelepas lelah urus nafkah pajak pajak emang buat roda negara termasuk gaji pejabat bahlil infrastruktur layanan publik yuk channeling humor kritik konstruktif biar netizen makin cerdas cuma ketawa,Negatif,haha bener guyon jadi obat lepas lelah urus nafkah pajak pajak emang buat roda negara masuk gaji jabat bahlil infrastruktur layan publik yuk channeling humor kritik konstruktif biar netizen makin cerdas cuma ketawa,0.0
2025-10-23,bahlil bw ajh,Netral,bahlil bw ajh,0.0
2025-10-23,si ancrit isi bahlil semua,Negatif,si ancrit isi bahlil semua,0.0
2025-10-23,disisir bahlil,Negatif,sisir bahlil,1.0
2025-10-23,bahlil jelek,Negatif,bahlil jelek,0.0
2025-10-23,bahlil njir,Negatif,bahlil njir,0.0
2025-10-23,kena sawan mimpiin bahlil,Netral,kena sawan mimpiin bahlil,0.0
2025-10-23,siapa bikin onetweet gantung begini besoknya didatengin bahlil,Negatif,siapa bikin onetweet gantung begini besok didatengin bahlil,0.0
2025-10-23,lah menanyakan kapasitas p bahlil menulis kompas bukan fallacy,Netral,lah tanya kapasitas p bahlil tulis kompas bukan fallacy,1.0
2025-10-23,lholholho bahlil bisalah doctor bro,Negatif,lholholho bahlil bisa doctor bro,0.0
2025-10-23,aku kepikiran napuk bahlil,Negatif,aku pikir napuk bahlil,1.0
2025-10-23,bahlil gua muak banget liat mukanya si luhut,Negatif,bahlil gua muak banget liat muka si luhut,1.0
2025-10-23,info resmi bukti kim junmin suka bahlil lahadalia apapun dimaksud bahlil kalau meme konteks ceritain dong biar bantu jawab,Negatif,info resmi bukti kim junmin suka bahlil lahadalia apa maksud bahlil kalau meme konteks ceritain dong biar bantu jawab,1.0
2025-10-23,bahlil,Positif,bahlil,
2025-10-23,emang orang bahlil ttd,Negatif,emang orang bahlil ttd,0.0
2025-10-23,gapernah hear me outin bahlil,Negatif,gapernah hear me outin bahlil,0.0
2025-10-23,kim junmin suka bahlil,Positif,kim junmin suka bahlil,1.0
2025-10-23,info resmi kim junmin suka bahlil lahadalia kalau maksudnya coba jelasin lebih detail,Negatif,info resmi kim junmin suka bahlil lahadalia kalau maksud coba jelasin lebih detail,1.0
2025-10-23,suka bahlil kan,Positif,suka bahlil kan,1.0
2025-10-23,soalnya kamu suka bahlil,Positif,soal kamu suka bahlil,1.0
2025-10-23,perbuatan boomer tolol tukang buka tambang seenak jidat mulyono sekeluarga bahlil,Negatif,buat boomer tolol tukang buka tambang enak jidat mulyono keluarga bahlil,0.0
2025-10-23,hari tu jam jam belajar jam malesmalesan jam makimaki bahlil jam makimaki pemerintah jam nongki jam masak jam melamun jam kerja jam tidur,Negatif,hari tu jam jam ajar jam malesmalesan jam makimaki bahlil jam makimaki perintah jam nongki jam masak jam lamun jam kerja jam tidur,0.0
2025-10-23,kata gua lu mandi wajib terus baca ayat kursi kerasukan khodam bahlil,Negatif,kata gua lu mandi wajib terus baca ayat kursi rasuk khodam bahlil,0.0
2025-10-23,the real ketempelan bahlil,Negatif,the real tempel bahlil,0.0
2025-10-23,penjara isinya penuh sesak tukang repost meme bahlil perokok ilegal luar haha hehe koruptor pelanggar ham berat tukang palak rakyat perusak konstitusi,Negatif,penjara isi penuh sesak tukang repost meme bahlil okok ilegal luar haha hehe koruptor langgar ham berat tukang palak rakyat usak konstitusi,1.0
2025-10-23,ohh jadi golkar amp bahlil mau mendengar suara rakyat,Negatif,ohh jadi golkar amp bahlil mau dengar suara rakyat,0.0
2025-10-23,ketempelan bahlil,Negatif,tempel bahlil,
2025-10-23,hujan banjir macet aduh mana menteri bahlil,Negatif,hujan banjir macet aduh mana menteri bahlil,1.0
2025-10-23,mksdnya kalo mimpi bahlil pertanda buruk,Negatif,mksdnya kalo mimpi bahlil tanda buruk,0.0
2025-10-23,masalahin meme bahlil tuh janganjangan didasari eneg kali pas kerja ketemu langsung pas rumah buka medsos eh ngeliat,Negatif,masalahin meme bahlil tuh janganjangan dasar eneg kali pas kerja ketemu langsung pas rumah buka medsos eh ngeliat,0.0
2025-10-23,elite ball dead meme for bahlil mukanya kayak orang cuci muka pake pertamax,Negatif,elite ball dead meme for bahlil muka kayak orang cuci muka pake pertamax,1.0
2025-10-23,titik terendah seorang kriminal masuk penjara garagara meme bahlil,Netral,titik rendah orang kriminal masuk penjara garagara meme bahlil,1.0
2025-10-23,bang lu penjara gue dulu maling bang ketangkep warga kalo lu bang bikin meme bahlil akwoakwoakwoakwo,Negatif,bang lu penjara gue dulu maling bang ketangkep warga kalo lu bang bikin meme bahlil akwoakwoakwoakwo,1.0
2025-10-23,b brutu babat bahlil,Netral,b brutu babat bahlil,0.0
2025-10-23,aowkaowkowk kata gw mirip bahlil,Negatif,aowkaowkowk kata gw mirip bahlil,1.0
2025-10-23,kebutuhan utama rakyat pimpim bahlil rusaknya alam bahlil,Negatif,butuh utama rakyat pimpim bahlil rusak alam bahlil,0.0
2025-10-23,tbtb bahlil,Positif,tbtb bahlil,0.0
2025-10-23,aku hitam aku diam bahlil,Negatif,aku hitam aku diam bahlil,1.0
2025-10-23,mbg mbnya muke bahlil,Netral,mbg mbnya muke bahlil,0.0
2025-10-23,idrus marham framing negatif bahlil lahadalia kebablasan,Netral,idrus marham framing negatif bahlil lahadalia bablas,1.0
2025-10-23,sukanya menghina bahlil,Negatif,suka hina bahlil,1.0
2025-10-23,ahh akal akalan bahlil,Negatif,ahh akal akal bahlil,2.0
2025-10-23,tlg kalau bahlil lewat dikasih tw cw takut kaget,Netral,tlg kalau bahlil lewat kasih tw cw takut kaget,1.0
2025-10-23,halo pak bahlil,Netral,halo pak bahlil,0.0
2025-10-23,mengalahkan kejelekan bahlil,Negatif,kalah jelek bahlil,0.0
2025-10-23,yeu seotak sama bahlil,Positif,yeu otak sama bahlil,0.0
2025-10-23,bahlilah sudahlah,Negatif,bahlilah sudah,0.0
2025-10-23,habis ketangkep pol pp repost meme bahlil tebusannya ngetweet hidup jokowi,Negatif,habis ketangkep pol pp repost meme bahlil tebus ngetweet hidup jokowi,1.0
2025-10-23,justru menilai menteri dg kinerja terbaik bahlil zulhas bekerja tulus ikhlas dg berani memutuskan terbaik negara meski populer keduanya berjiwa patriot sejati,Positif,justru nilai menteri dg kerja baik bahlil zulhas kerja tulus ikhlas dg berani putus baik negara meski populer dua jiwa patriot sejati,0.0
2025-10-23,bahlil rubuhkan awal,Netral,bahlil rubuhkan awal,1.0
2025-10-23,justru menilai menteri dg kinerja terbaik bahlil zulhas bekerja tulus ikhlas dg berani memutuskan terbaik negara meski populer keduanya berjiwa patriot sejati,Positif,justru nilai menteri dg kerja baik bahlil zulhas kerja tulus ikhlas dg berani putus baik negara meski populer dua jiwa patriot sejati,
2025-10-23,gimana udah dipenjara gara repost meme si bahlil,Negatif,gimana udah penjara gara repost meme si bahlil,1.0
2025-10-23,berdasarkan analisis frame subtitle video tampaknya bukan buatan ai rekaman asli graffiti bahlil kontol sydney edit berita info posting serupa instagram threads mengonfirmasi kejadiannya,Netral,dasar analisis frame subtitle video tampak bukan buat ai rekam asli graffiti bahlil kontol sydney edit berita info posting rupa instagram threads konfirmasi jadi,1.0
2025-10-23,gwe sering banget lgi scroll pas kelas tiba muncul meme bahlil anjr,Netral,gwe sering banget lgi scroll pas kelas tiba muncul meme bahlil anjr,0.0
2025-10-23,syarat kerja berpenampilan menarik meanwhile bahlil,Netral,syarat kerja tampil tarik meanwhile bahlil,0.0
2025-10-23,sekuat apapun presiden purbaya luluh lihat bahlil buktinya bahlil aman aman,Positif,kuat apa presiden purbaya luluh lihat bahlil bukti bahlil aman aman,0.0
2025-10-23,gibran bahlil pigai bahasa inggris noh menteri pariwisata lu baca text plegak pleguk,Negatif,gibran bahlil pigai bahasa inggris noh menteri pariwisata lu baca text plegak pleguk,1.0
2025-10-23,lah nyebar meme bahlil,Negatif,lah nyebar meme bahlil,1.0
2025-10-23,hhh lebih lucu bahlil,Positif,hhh lebih lucu bahlil,1.0
2025-10-23,nyangka bahlil ngalahin pigai iya pigaiii,Positif,nyangka bahlil ngalahin pigai iya pigaiii,2.0
2025-10-23,bahlil duit e akeh apapun digergaji,Netral,bahlil duit e akeh apa gergaji,0.0
2025-10-23,pengamat nilai pelaporan pembuat meme bahlil bentuk pembungkaman demokrasi pejabat negara memahami menerima kritik baik verbal maupun simbolis konsekuensi menjadi pejabat publik,Netral,amat nilai lapor buat meme bahlil bentuk bungkam demokrasi jabat negara paham terima kritik baik verbal maupun simbolis konsekuensi jadi jabat publik,0.0
2025-10-23,anjay bahlil no coyy,Netral,anjay bahlil no coyy,0.0
2025-10-23,kalau bahenol bahlil etanol aman bg,Negatif,kalau bahenol bahlil etanol aman bg,1.0
2025-10-23,semoga bahlil megang kartu bebas penjara,Netral,moga bahlil megang kartu bebas penjara,0.0
2025-10-23,bahlil mulet februt kepelet,Netral,bahlil mulet februt pelet,0.0
2025-10-23,energi merata rakyat ikut kelola bawah kepemimpinan presiden prabowo menteri esdm bahlil lahadalia pemerataan energi jadi langkah nyata menuju kemandirian nasional,Positif,energi rata rakyat ikut kelola bawah pimpin presiden prabowo menteri esdm bahlil lahadalia perata energi jadi langkah nyata tuju mandiri nasional,0.0
2025-10-23,cakepan drpd bahlil,Netral,cakep drpd bahlil,0.0
2025-10-23,golkar melaksanakan musyawarah luar biasa membahas bahlil rakyat mensorot partai pro rakyat partai bobrok,Negatif,golkar laksana musyawarah luar biasa bahas bahlil rakyat sorot partai pro rakyat partai bobrok,1.0
2025-10-23,ofc bahlil pling atas tpi tuh bertahan,Netral,ofc bahlil pling atas tpi tuh tahan,0.0
2025-10-23,bahlil masa tau,Negatif,bahlil masa tau,0.0
2025-10-23,tibatiba kepikiran sama gw gitu si bahlil ngikut,Negatif,tibatiba pikir sama gw gitu si bahlil ngikut,0.0
2025-10-23,bahlil masi aman mata purbaya,Netral,bahlil mas aman mata purbaya,0.0
2025-10-23,kalo misal muka bahlil jelek banget mau gw berakin kalo ketemu apa masuk ancaman kak,Negatif,kalo misal muka bahlil jelek banget mau gw berakin kalo ketemu apa masuk ancam kak,0.0
2025-10-23,x banyak bully pak bahlil loh kalo mengecam bully adil kan nobody deserves to be bullied,Negatif,x banyak bully pak bahlil loh kalo kecam bully adil kan nobody deserves to be bullied,0.0
2025-10-23,wkwkwk lucu banget jadi bahlil,Positif,wkwkwk lucu banget jadi bahlil,0.0
2025-10-23,sekretaris jenderal partai golkar muhamad sarmuji menegaskan laporan dibuat kader muda golkar polisi bukan sematamata membela ketua umum partai golkar bahlil lahadalia menjaga ruang digital tetap sehat,Netral,sekretaris jenderal partai golkar muhamad sarmuji tegas lapor buat kader muda golkar polisi bukan sematamata bela ketua umum partai golkar bahlil lahadalia jaga ruang digital tetap sehat,1.0
2025-10-23,nangis abis liat foto bahlil,Negatif,nang abis liat foto bahlil,1.0
2025-10-23,kamu aninya bahlil cinta sama,Negatif,kamu ani bahlil cinta sama,0.0
2025-10-23,aku masuk penjara gara gara ngebunuh selingkuhannya pacarku kamu ngepost meme bahlil,Negatif,aku masuk penjara gara gara ngebunuh selingkuh pacar kamu ngepost meme bahlil,1.0
2025-10-23,tidur habis nangis mimpiin bahlil anjeng,Negatif,tidur habis nang mimpiin bahlil anjeng,0.0
2025-10-23,mitch bahlil kak ketumnya suicide karya,Netral,mitch bahlil kak tum suicide karya,1.0
2025-10-23,bahlil bahlul,Negatif,bahlil bahlul,
2025-10-23,uu ite kan cover kalo kritik kebijakan bahlil cover ngatain fisik kalo edit mukanya jadi ganteng padahal sesuai fakta kirakira gimana,Negatif,uu ite kan cover kalo kritik bijak bahlil cover ngatain fisik kalo edit muka jadi ganteng padahal sesuai fakta kirakira gimana,1.0
2025-10-23,kalo jumatan ku doain semoga harimu bahlil terus,Positif,kalo jumat ku doain moga hari bahlil terus,0.0
2025-10-23,bgst lucu banget sidang repost meme bahlil,Positif,bgst lucu banget sidang repost meme bahlil,1.0
