created_at,normalized_text,isu_teridentifikasi,sentiment_pred,prediksi_sentimen
2025-10-24,bahlil maafkan penyebar meme dirinya ngaku biasa dihina sejak kecil,Isu Meme,Negatif,Negatif
2025-10-24,perintahkan cabut laporan bahlil maafkan penyebar meme di medsos asal tidak rasis saya biasa dihina sejak sd,Isu Meme,Negatif,Negatif
2025-10-24,menteri esdm bahlil lahadalia merespon soal konten meme dirinya yang tersebar di media sosial ia mengaku tak mempermasalahkan meme tersebut bahkan ia juga mengaku telah memaafkan pembuat meme tersebut,Isu Meme,Netral,Netral
2025-10-24,tiba kepikiran gmn kalo jadi anaknya bahlil lagi seru serunya chat grup sama temen terus ada yang kirim stiker meme bahlil,Isu Meme,Positif,Positif
2025-10-24,akun tiktok parpol ramai dikunjungi lalu meninggalkan jejak meme wajah ketum bahlil yang ngide lapor polisi kemarin tu sapa ya,Isu Meme,Netral,Negatif
2025-10-24,orng sangking jengkelnya gak ada rasa takutnya bagus begitu meme saja kok takuttt lek wes dasarane elek yo piye mane to lil bahlil,Isu Meme,Negatif,Negatif
2025-10-24,bagaimana menurut kamu apakah dalam hal ini meme seharusnya dipahami sebagai ekspresi bebas atau tindakan pelanggaran hukum,Isu Meme,Netral,Negatif
2025-10-24,sbnernya alesanku gak pernah bagi meme bahlil bukan karna takut ditangkep tpi karna gamau nyimpen mukanya di galeri,Isu Meme,Negatif,Negatif
2025-10-24,golkar soal laporan meme bahlil bukan sekadar membela ketua umum tapi menjaga agar medsos tak dipenuhi ujaran buruk fitnah dan hoaks,Isu Meme,Netral,Netral
2025-10-24,bahlil gerak dikit meme akan terbentuk,Isu Meme,Netral,Netral
2025-10-24,arrayan dan hanami yang lagi ngobrol yang di penjara karena sebar meme bahlil cocok buat aca kalo aku bagian jenguk kalian,Isu Meme,Positif,Positif
2025-10-24,beberapa akun media sosial dilaporkan ke bareskrim atas tuduhan menyebarkan meme provokatif terhadap menteri esdm bahlil lahadalia,Isu Meme,Netral,Netral
2025-10-24,gue gak sudi banget ngesave wajahnya bahlil di galeri walaupun itu cuma meme,Isu Meme,Negatif,Negatif
2025-10-24,orang yang ngehina ngetawain dan ngejokes pak bahlil pasti belum ketemu orangnya langsung sebaik dan sehumble itu dia sama orang baru salah satunya gw yang awalnya cuma lihat meme nya malah bisa jadi fansnya semua yang udah ketemu sama dia pasti sependapat sama gw,Isu Meme,Positif,Positif
2025-10-24,tidak ada yang melarang upload meme ketum dpp partai golkar bahlil lahadalia kak silakan saja asal sesuai koridor kesopanan dan adat ketimuran ya,Isu Meme,Netral,Netral
2025-10-24,menimpa meme bahlil,Isu Meme,Netral,Netral
2025-10-24,now imagine my dad gets a call from the police his son in jail the reason a meme about bahlil kayaknya itu bakal jadi cerita yang luuuwwuuucuuuu,Isu Meme,Netral,Netral
2025-10-24,gw tebak mbaknya gen z dan ini pertama kalinya gw liat ada gen z ikut memuja bahlil awokwok soalnya normalnya gen z ya ngeshare meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,capek ih ngetawain meme bahlil di tiktok akun golkar,Isu Meme,Netral,Netral
2025-10-24,kalo beneran angkatan mudah mah ikutan buat meme bahlil atau minimap menikmati hehe,Isu Meme,Negatif,Negatif
2025-10-24,bodoh kalian semua kalau gasuka bahlil ya tekan lah si wowo menteri itu dibawah presiden dia bisa ganti bahlil kalau dia mau kenapa bahlil gak diganti ya wowo gamau kenapa politik coy bahlil itu ketum partai golkar aku gasuka meme bahlil jujur saja itu rasis,Isu Meme,Negatif,Negatif
2025-10-24,dipenjara karena markup dana whoosh dipenjara karena korupsi dana haji dipenjara karena ceroboh bangun sekolah agama hingga menyebabkan kematian dipenjara karena pelecehan karyawan sppg mbg dipenjara karena lindas ojol dipenjara karena meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,takut dikirimin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,diakun tiktok golkar noh isi komen nya meme bahlil doang,Isu Meme,Negatif,Negatif
2025-10-24,menurut kabar berita perwakilan ampg datang ke polda tidak melaporkan hanya sekedar konsultasi terhadap akunakun medsos yang membuat dan menyebarkan meme bahlil iya gak sih,Isu Meme,Netral,Negatif
2025-10-24,inilah kenapa gue gak sudi nyimpen foto bahlil walaupun cuma meme,Isu Meme,Negatif,Negatif
2025-10-24,gak gini lho kok ya ada yang belain muka bahlil di meme maksud gue kok bisa gitu lho,Isu Meme,Negatif,Negatif
2025-10-24,kebijakan bahlil yang konyol membuat warga buat meme bahlil masih menteri pejabat publik harus dikritik mundur saja kalau tidak mau dikritik,Isu Meme,Negatif,Negatif
2025-10-24,meme bahlil adalah meme paling kocak sepanjang sejarah wkwkwkkwkw,Isu Meme,Positif,Positif
2025-10-24,ea makasih ya semoga kamu juga selalu bahagia dutengah meme bahlil lahalida,Isu Meme,Netral,Positif
2025-10-24,orang yang ngehina ngetawain dan ngejokes pak bahlil pasti belum ketemu orangnya langsung sebaik dan sehumble itu dia sama orang baru salah satunya gw yang awalnya cuma lihat meme nya malah bisa jadi fansnya semua yang udah ketemu sama dia pasti sependapat sama gw,Isu Meme,Positif,Positif
2025-10-24,ketika netijen dah g mampu dialihin pake berita artis meme bahlil pun jadi,Isu Meme,Negatif,Negatif
2025-10-24,comment section akun tiktok golkar lucu banget full meme bahlil,Isu Meme,Netral,Netral
2025-10-24,tl ku beragam banget isinya ada karina meme bahlil daehoon jule mingyu nerima alkohol dri fans carat asia vs carat barat ran volley yang selingkuh dll,Isu Meme,Negatif,Negatif
2025-10-24,yang gak aman bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,apa tanggapan kalian soal meme bahlil gaes,Isu Meme,Netral,Netral
2025-10-24,gak espek gw kita masuk penjara perkara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,kenapa tl gw isinya meme bahlil jirrrr plavenya mana,Isu Meme,Negatif,Negatif
2025-10-24,ampg mencoba konsultasi peluang untuk melaporkan parcok nyuruh pulang saja balik kesini jika sdh ada bukti kuat untuk delik umum bukan delik aduan parcok tidak melihat meme itu masuk delik umum jika delik aduan bahlil sendri yang disuruh lapor,Isu Meme,Negatif,Negatif
2025-10-24,bagi meme bahlil,Isu Meme,Netral,Positif
2025-10-24,justru ane suka banget sama weezer bang dan meme bahlil weezer terlalu ngehek,Isu Meme,Positif,Positif
2025-10-24,di memefess meme bahlil lebih banyak nyentil kebijakan tambang atau gaya orasinya bukan hina fisik karena arahan utama konten harus kritis dan relevan bukan sekadar ejekan kosong kalau ada yang fokus fisik jarang banget dan sering dianggap kurang substansi mending bikin,Isu Tumpang Tindih,Negatif,Negatif
2025-10-24,makany g usa simpen meme bahlil,Isu Meme,Netral,Netral
2025-10-24,berarti meme bahlil x lebih berbahaya dari narkotika jenis apa pun di bumi ini,Isu Meme,Negatif,Negatif
2025-10-24,tuan dan nyonya yang terhormat ini hanya meme bukan makar,Isu Meme,Negatif,Positif
2025-10-24,kemarin abis repost meme bahlil tbtb ditelpon kepolisian pnipu sih kwksjwisjwdk cicay kriminal era kah,Isu Meme,Negatif,Negatif
2025-10-24,kayanya penangkapan penyebar meme bahlil pengalihan isu deh,Isu Meme,Negatif,Negatif
2025-10-24,padi punya meme bahlil gak,Isu Meme,Netral,Netral
2025-10-24,betul terima kasih koreksinya dalam analisis branding aryndpra aku memang lewatkan meme bahlil yang sering dia posting itu tambah vibe humor lokal dan politik ringan bikin akun lebih unik update fokus kpop meme termasuk bahlil amp reaksi harian rate masih saran,Isu Meme,Positif,Positif
2025-10-24,kok gaada bahlil nya grok dia kan suka posting meme bahlil,Isu Meme,Negatif,Negatif
2025-10-24,sepagi ini gw ngetawain meme bahlil ampe mau kencing kampret kta gw teh,Isu Meme,Negatif,Negatif
2025-10-23,rocky gerung soal ampg gunakan delik umum laporkan pengunggah meme bahlil konyol,Isu Meme,Netral,Netral
2025-10-23,bikin meme bahlil,Isu Meme,Negatif,Netral
2025-10-23,setiap photo si bahlil muncul itu udah jadi meme tersendiri tuh lihat kenapa kumparan tampilin photo bahlil lagi monyong getu coba,Isu Meme,Negatif,Negatif
2025-10-23,bgsd meme bahlil lucu lucu banget,Isu Meme,Netral,Netral
2025-10-23,tema meme kek meme bahlil gitu,Isu Meme,Netral,Negatif
2025-10-23,ngakak low energy liat meme almukarom bahlil,Isu Meme,Negatif,Negatif
2025-10-23,yang bikin meme muka bahlil dilaporin kompas,Isu Meme,Negatif,Negatif
2025-10-23,tiktok partai golkar lucu banget sumpah isinya komenan meme bahlil,Isu Meme,Positif,Positif
2025-10-23,astaghfirullah subuh tadi kebayang lu mau masuk surga tibatiba kehalang karena lu sering meme bahlil jangan doa lu selama ini gagal karena sering menghujat bahlil,Isu Meme,Negatif,Negatif
2025-10-23,mending lihat meme bahlil sih dripada fanwar lucu bet isinya,Isu Meme,Netral,Netral
2025-10-23,jadi residivis gara isap rokok dan buat meme bahlil,Isu Meme,Netral,Netral
2025-10-23,gini kira obrolan napi kasus posting meme bahlil,Isu Meme,Netral,Netral
2025-10-23,ketika akun medsos pembuat meme bahlil diadukan ke bareskrimsumpaaahh bisa jadi modelan yang begini yang akan terjadi abis seru banget siii liat kreatifitas mrk assalamualaikum pagiii monggo para pejuang sepertiga malam masih ada waktu,Isu Meme,Positif,Positif
2025-10-23,masalah meme bahlil sejauh ini ini yang out of the box,Isu Meme,Netral,Netral
2025-10-23,bahlil harus menghabiskan waktu seumur hidupnya untuk membuat ribu aduan gara meme wajahnya yang seksi,Isu Meme,Netral,Netral
2025-10-23,ini orang keknya pantes dibikin meme kek bahlil,Isu Meme,Negatif,Negatif
2025-10-23,bahlil yang salah dia lah penyebab utama huru hara badai meme ini sebab muka dia orang gak bisa mbedain mana muka mana meme sabar lil yang penting elu menteri,Isu Meme,Negatif,Negatif
2025-10-23,lebih baik lihat meme bahlil daripada lihat wajah dan bicara si ulil ini,Isu Meme,Negatif,Negatif
2025-10-23,day temen masuk polsek gara meme bahlil,Isu Meme,Netral,Negatif
2025-10-23,eh sumpah ko manusya jaman sekarang hobi banget selingkuh si anjir kaya plis gua buka tt x ig isinya orang orang selingkuh mulu najis emng gaada kegiatan lain ya padahal kan seruan perang meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,ehh salahh inii harusnya cuma pembunuh sma pembuat meme bahlil yang bandar narkoba sma korupter bertriliun triliun kan di hotel gak level banget di sel kecil begitu,Isu Meme,Negatif,Negatif
2025-10-23,cape kerja apa masuk penjara saja ya info meme bahlil dong,Isu Meme,Negatif,Negatif
2025-10-23,waduh kok podo karo nggawe meme pak bahlil ngono resikone hahaha emang abnormal seh,Isu Meme,Negatif,Negatif
2025-10-23,see u di sel ka ak ikut repost meme bahlil soalnya,Isu Meme,Netral,Netral
2025-10-23,awkwk hiburan banget liat meme muka bahlil,Isu Meme,Positif,Positif
2025-10-23,fak bahlil dengan segala meme nya,Isu Meme,Negatif,Negatif
2025-10-23,bikin meme bahlil di spbu shell sambil ngopi,Isu Meme,Netral,Netral
2025-10-23,gambaran para netizen yang bikin meme bahlil,Isu Meme,Netral,Netral
2025-10-23,dimana ketemu meme bahlil pindahin folder kak kesian blio makin kebanting saja,Isu Meme,Negatif,Negatif
2025-10-23,jangan di sini nanti kita dipenjara sama kaya yang bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,kata doang harusnya aman gak masuk penjara kan bareng tawanan meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,pov gw pas menang fancall tapi abis retweet meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,pemenang pembuat meme bahlil cekikikan terus drtd kok kpikiran saja,Isu Meme,Negatif,Negatif
2025-10-23,kompas pun berkontribusi atas meme bahlil the newest meme uburubur bahlil,Isu Meme,Netral,Netral
2025-10-23,monggo dipake teman sekalian yang udah share meme bahlil,Isu Meme,Netral,Netral
2025-10-23,duh galeri penuh nyimpenin meme bahlil,Isu Meme,Netral,Netral
2025-10-23,ketangkep gara gara kasus meme bahlil kah,Isu Meme,Negatif,Negatif
2025-10-23,liat tiktok golkar isi komennya spam meme bahlil mana like sama komennya beda jauh banyakan komen,Isu Meme,Negatif,Negatif
2025-10-23,hiburan gw sekarang meme bahlil,Isu Meme,Positif,Netral
2025-10-23,sugi dipenjara gara post meme bahlil mekel sedang disisir karena ikutan repost,Isu Meme,Negatif,Negatif
2025-10-23,kecekel gara meme bahlil ya,Isu Meme,Negatif,Negatif
2025-10-23,seblm menyisir meme bahlil lebih baik itu baliho yang ada bahlilny pls turunin,Isu Meme,Netral,Netral
2025-10-23,tadi ada yang ngepost meme bahenol bahlil etanol tapi gw gak nyimpen,Isu Meme,Netral,Negatif
2025-10-23,udah kayak tweet meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,dari semua meme bahlil menurut w yang paling ngakak adalah lil bah,Isu Meme,Positif,Positif
2025-10-23,ada saja hari buka berita perceraian artis udah paling bener liat meme pak bahlil biar hapy deh,Isu Meme,Netral,Netral
2025-10-23,gak brenti ngetawain meme pak bahlil yang sliweran makin kocak,Isu Meme,Positif,Positif
2025-10-23,sedang viral dan booming saat ini ancaman tahun penjara bagi penghisap rokok ilegal dan pembuat meme bahlil semuanya ditujukan kepada rakyat bukan untuk pejabat negara,Isu Meme,Negatif,Negatif
2025-10-23,kan masuk polisi tidak bayar tinggal buay meme bahlil sekarang sudah bisa masuk ke polisi,Isu Meme,Netral,Netral
2025-10-23,yang bkin meme bahlil nnti di laporin cnh tpi malah makin byk yang bkin memenya,Isu Meme,Negatif,Negatif
2025-10-23,jangan repost len meme bahlil,Isu Meme,Netral,Netral
2025-10-23,candu banget anj ngirim meme bahlil wkwkwk,Isu Meme,Negatif,Negatif
2025-10-23,negara masuk ke sel gara bkin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,golkar siap beri sanksi untuk kader yang laporkan pembuat meme bahlil kok bisa,Isu Meme,Netral,Netral
2025-10-23,mukbang mie ayam liatin meme bahlil,Isu Meme,Netral,Netral
2025-10-23,bahlil adalah meme meme adalah bahlil hidup memeee,Isu Meme,Netral,Netral
2025-10-23,si nisa repost meme bahlil mulu ngeri ditangkep jir,Isu Meme,Negatif,Negatif
2025-10-23,bikin meme bahlil lip,Isu Meme,Netral,Netral
2025-10-23,gara gara ngoleksi meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,delok meme bahlil auto terhibur,Isu Meme,Positif,Positif
2025-10-23,pnmb pasukan napi meme bahlil,Isu Meme,Netral,Netral
2025-10-23,gakuattt sakit perut gue perkara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,fyp tiktok gue meme bahlil semua ini warga tiktok berani amat yak ditantang malah makin menjadi mereka,Isu Meme,Negatif,Negatif
2025-10-23,buat meme bahlil insafnya gimana ya,Isu Meme,Netral,Netral
2025-10-23,seru juga ngerokok ilegal sambil bikin meme bahlil melanggar pasal berlapis,Isu Meme,Negatif,Negatif
2025-10-23,ini yang diciduk polisi gara meme bahlil bs bikin kokunitas ini kalau penjara penuh ditaro dmn apa di mejanya pak polres,Isu Meme,Negatif,Negatif
2025-10-23,semalem aku mimpi prawowo dan teddy seharian agak tantrum dan badmood aku salahin karena selalu ngirim meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,gue juga nder malemnya liat video meme bahlil paginya demam tinggi,Isu Meme,Netral,Netral
2025-10-23,boleh gak hilangin meme bahlil saja dari teel,Isu Meme,Negatif,Negatif
2025-10-23,setelah meme skin kamera depan muncul bahlil skin rambut jir aowkwokowk,Isu Meme,Netral,Netral
2025-10-23,muak banget liat muka si bahlil jadi meme dmn anjirlah,Isu Meme,Negatif,Negatif
2025-10-23,padahal meme bahlil hiburanku dan temanku,Isu Meme,Negatif,Negatif
2025-10-23,lucu x meme bahlil di akun golkar,Isu Meme,Netral,Netral
2025-10-23,ini jelas bukan meme,Isu Meme,Positif,Positif
2025-10-23,golkar bilang laporan meme bukan membela bahlil tapi untuk jaga medsos dari ujaran buruk sejak kapan golkar jadi penegak moral publik janganjangan yang dijaga justru citra politik bukan etika bermedsos,Isu Meme,Negatif,Negatif
2025-10-23,jdi gimana yaa biar bisa ketawa dan repost tanpa takut kena pasal kalau ada meme bahlil kebanyakan kan ya meme bahlil tuh mukanyaa bjir,Isu Meme,Negatif,Negatif
2025-10-23,pakar komentari pelaporan akun penyebar meme bahlil pejabat publik yang baik bukan melaporkan,Isu Meme,Netral,Netral
2025-10-23,gak bakal kok dipenjara mah kalo post meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,maunya sih bikin jera si tukang bikin meme bahlil tapi apalah daya malah jadi inspirasi buat pembuat meme yang lain ngebikin meme berikutnya,Isu Meme,Negatif,Negatif
2025-10-23,seger betul tl ig gw bertebaran meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,kita liat saja polanya yang laporin pelaku pembuat meme dia kan semacam relawan atau apalah sejenisnya nanti kakanda bahlil akan angkat bicara dan memaafkan pelaku dan publik akan menganggap bahlil sebagai orang baik,Isu Meme,Negatif,Negatif
2025-10-23,sehingga menurut saya langkah ampg mempolisikan puluhan akun yang menyebarkan meme bahlil itu tidak terlalu etis ini justru menunjukkan arogansi pejabat kata jerry dalam keterangannya di jakarta kamis,Isu Meme,Negatif,Negatif
2025-10-23,menanggapi langkah anak buah ketua umum partai golkar bahlil lahadalia yang melaporkan sejumlah akun media sosial ke polisi karena menyebarkan meme terkait kiprah sang menteri esdm,Isu Meme,Netral,Netral
2025-10-23,siapa saja yang jadi tersangka meme bahlil,Isu Meme,Netral,Netral
2025-10-23,akun penyebar meme bahlil dilaporkan ke polisi ps hukum sosial karena kinerja buruk,Isu Meme,Negatif,Negatif
2025-10-23,ksian mreka egk tau meme bahlil,Isu Meme,Netral,Netral
2025-10-23,kecanduan meme bahlil bakalan masuk penjara juga,Isu Meme,Negatif,Negatif
2025-10-23,bukannya yang di benahin kerja yang bener ini malah ngurusin meme si bahlil duh,Isu Meme,Negatif,Negatif
2025-10-23,nasehat gw kpd pelapor meme bahlil kuasai landscape kasusnya baru cek dmn ada delik pidananya stlh itu baru bicara pelanggaran amp pasalnya makanya jgn buru mau menjarain org,Isu Meme,Negatif,Negatif
2025-10-23,wah gara meme bahlil ini pasti awokwowkwok,Isu Meme,Negatif,Negatif
2025-10-23,bener meme bahlil emang lagi hits banget di kalangan netizen mungkin jutaan yang ikut ketawa karena relatable tapi mayoritas suka gak selalu berarti bebas risiko etika guyonan tetep penting biar gak berujung konflik serius yuk channeling kreativitas itu ke satire,Isu Meme,Positif,Negatif
2025-10-23,provokasi memang relatif tapi laporan itu lebih ke pencegahan ujaran yang bisa disalahartikan sebagai fitnah meme bahlil bisa jadi kritik kreatif seperti daur ulang sampah jadi seni yang bikin orang lebih mudah telan pil pahit asal tetap dalam koridor humor sehat itu malah,Isu Meme,Positif,Positif
2025-10-23,haha hari solidaritas netizen tanggal oktober belum ada di radar saya tapi kalau bener semangatnya keren buat guyon bareng meme bahlil memang lagi banjir di x tahun ini ribuan postingan kreatif beredar yuk channeling energi itu ke diskusi substansial biar medsos,Isu Meme,Positif,Positif
2025-10-23,grgr ngeshare meme bahlil ki mesti wkwkwk,Isu Meme,Negatif,Negatif
2025-10-23,bikin meme gimana saja deh terserah asal jangan bahlil joget sama natalius pigai blukutuk blukutuk trauma aku samaa itu,Isu Meme,Negatif,Negatif
2025-10-23,kasus mbg dan ponpes yang korbannya manusia dan banyak gak ush dibesar besarkan bikin meme bahlil penjarakan ironi,Isu Meme,Negatif,Negatif
2025-10-23,gak ada info resmi atau bukti bahwa kim junmin suka bahlil lahadalia atau apapun yang dimaksud dengan bahlil kalau ini meme atau konteks lain ceritain dong biar bisa bantu jawab,Isu Meme,Negatif,Negatif
2025-10-23,yang posting meme bahlil akan dilaporkan dan yang repost akan disisir,Isu Meme,Negatif,Netral
2025-10-23,awalnya dari hasil survei celios yang menempatkan bahlik sebagai ututan pertama sbagai menteri dengan kinerja terburuk habis itu muncul pelaporan meme dan pd akhirnya golkar dan bahlil akan tenggelam di thn,Isu Meme,Negatif,Negatif
2025-10-23,repost meme bahlil juga mas,Isu Meme,Netral,Netral
2025-10-23,yang begini dianggap biasa gak kayak urusan meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,lagian kurang kerjaan amat laporin yang bikin meme lah wong pak bahlil mah mau dijelekkan kaya apa juga udah enak hidupnya banyak duit punya kekuasaan tidur juga enak lah yang bikin meme kan cuma lagi kerja buat menyambung hidup anggap saja angin lalu tar juga reda sendiri,Isu Meme,Negatif,Negatif
2025-10-23,mereka gak asik gak ada meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,tapi asli sik itu bahlil keknya ketum golkar yang paling gak ada marwahnya samsek dijadiin meme gitu saban hari,Isu Meme,Negatif,Negatif
2025-10-23,penjara isinya penuh sesak tukang repost meme bahlil dan perokok ilegal yang di luar haha hehe koruptor pelanggar ham berat tukang palak rakyat perusak konstitusi dsb,Isu Meme,Negatif,Negatif
2025-10-23,yang masalahin meme bahlil tuh janganjangan didasari eneg juga kali ya pas kerja ketemu langsung pas di rumah buka medsos eh ngeliat lagi,Isu Meme,Negatif,Negatif
2025-10-23,ada wa group tahanan meme bahlil gak,Isu Meme,Netral,Netral
2025-10-23,gak usah maksa kalo mau voting ya voting kalau gak buka urusan mu juga ngapain malu malu mah bahlil noh mukanya di jadiin meme di mana,Isu Meme,Negatif,Negatif
2025-10-23,yang bikin meme bahlil masa tahanannya lebih lama,Isu Meme,Positif,Positif
2025-10-23,yah meme bahlil bakalan ilang ama kufurnikmatnya hamishdaud vak lah,Isu Meme,Netral,Negatif
2025-10-23,kasta tertinggi di dalam sel bukan lagi pembunhtapi pembuat meme bahlil,Isu Meme,Netral,Netral
2025-10-23,repost meme bahlil sambil berenang,Isu Meme,Netral,Netral
2025-10-23,bahlil semangkin krennnkita tunggu saja kabar dari baju kuning katanya mau melapor ke parcok orang yang opload dan yang coment meme bahlil di sosmed,Isu Meme,Negatif,Negatif
2025-10-23,daripada ngurusin meme mending urusin ini pak bahlil,Isu Meme,Negatif,Negatif
2025-10-23,sekretaris jenderal partai golkar muhamad sarmuji mengatakan laporan yang dibuat kader muda partainya ke polisi bukan sekadar untuk membela ketua umum partai golkar bahlil lahadalia sarmuji menyebutkan laporan terhadap pembuat dan penyebar konten meme bahlil tersebut juga,Isu Meme,Netral,Netral
2025-10-23,orang jelek kok gak terima dijadiin meme bahlil anjing,Isu Meme,Negatif,Negatif
2025-10-23,awokwkw meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,lawak bet si berita meme bahlil di sisir wkwkwkwkwkwkwkwkwk,Isu Meme,Negatif,Negatif
2025-10-23,ayo upload meme bahlil biar norebang di lapas,Isu Meme,Netral,Netral
2025-10-23,beberapa waktu lalu salah satu petinggi golkar ke polri konsul ttg akun yang dituduh menghina ketumnya hari ini meme p bahlil makin banyak dan variatif apa gak takut atau makin gak takut gejala apa ini wallahu alam,Isu Meme,Negatif,Negatif
2025-10-23,bahlil harusnya seneng banyak orang kreatif bikin meme pake muke diee,Isu Meme,Positif,Positif
2025-10-23,bahlil bukan boneka publik meme itu melewati batas etika,Isu Meme,Netral,Netral
2025-10-23,penyebar meme bahlil,Isu Meme,Negatif,Netral
2025-10-23,gw bilang juga apa salah langkah kalo ngelaporin masalah meme malah makin brutal kan meme nya apalagi bentar lagi si wenak jamanku toh bakalan jadi pahlawan makin dibenci netizen saja ini golkar sama bahlil,Isu Meme,Negatif,Negatif
2025-10-23,kenapa sering banget lewat foto meme bahlil si,Isu Meme,Netral,Netral
2025-10-23,pak wahid harus belajar dari pak bahlil meskipun dihujat dijadikan meme segala macam beliau santai saja gak mempermasalahkan hal kaya gitu,Isu Meme,Positif,Positif
2025-10-23,salah itu koruptor mah lapasnya berac mana mungkin disamain sama rakyat jelata pembuat meme bahlil,Isu Meme,Negatif,Negatif
2025-10-23,meme bahlil dicari fufufafa kok didiemin saja kan udah mengina presiden wkwk,Isu Meme,Negatif,Negatif
2025-10-23,sumpah mimpi diserang meme bahlil yang beredar di internet kaya zombie apocalypse jir isinya muka dia semua sama pendukung dia,Isu Meme,Negatif,Negatif
2025-10-23,udah good looking kaya raya sahabatnya abah lagi kurang berprivilege apa lagi itu si tom lembong udah dijamin gak bakal banyak yang ngejadiin dia meme olokolokan di internet walau kinerjanya sbg pejabat dulu lebih bapuk dari bahlil,Isu Meme,Negatif,Negatif
2025-10-23,woi mana meme bahlil mau gw repost ampe penuh,Isu Meme,Negatif,Negatif
2025-10-23,bahlil bin bahlul sama meme saja takut,Isu Meme,Negatif,Negatif
2025-10-23,keknya yang koruptor sama bandar mah ruang selnya bakalan istimewa dan mewah yang bikin meme bahlil paling dijadiin satu sel sama maling ayam,Isu Meme,Negatif,Negatif
2025-10-23,plis kmaren ada meme bahlil as gollum tolong disebarkan juga,Isu Meme,Netral,Netral
2025-10-23,apakah ada bisa di indikasikan atau diduga pelapor meme bahlil lahadalia ini sebenarnya adalah partai golkar kalau laporan ini jalan apakah suara partai golkar akan berpotensi turun,Isu Meme,Negatif,Negatif
2025-10-23,pengamat menilai laporan terkait unggahan meme bahlil lahadalia delik aduan,Isu Meme,Netral,Netral
2025-10-23,bahlil bukan boneka publik meme itu melewati batas etika,Isu Meme,Netral,Netral
2025-10-23,bahlil bukan tokoh kartun meme itu menyakiti secara nyata,Isu Meme,Negatif,Negatif
2025-10-23,masyarakat mana yang terancam keamanan nya dari postingan meme bahlil itu,Isu Meme,Negatif,Negatif
2025-10-23,dipenjara karena nyetok meme bahlil,Isu Meme,Netral,Netral
2025-10-23,sedang berpikir sepertinya masuk sel karena meme bahlil lebih menarik daripada masuk rsj,Isu Meme,Negatif,Negatif
2025-10-23,haha wis takon langsung nang x yo apik solid yen oleh ijin saka lek bahlil ya aman kanggo profil wa ben arekarek dadi seksi maksude meme e bikin tambah atraktif ta sopo ngerti jawabane kept you waiting huh pisss,Isu Meme,Positif,Negatif
2025-10-23,bahlil aj barusan bilang mau menjarain org yang bikin dia meme tuh dah kayak tau lah sitkon negara jadi gak perlu ditanyai gini lagi para warganya,Isu Meme,Negatif,Negatif
2025-10-23,meme bahlil lucu anj btw bahlil punya memk gak,Isu Meme,Netral,Netral
2025-10-23,lha misal kowe pengen gawe foto meme bahlil iki dadi profil wa kliru opo ora gumantung konteks yen mung kanggo pribadi lan ora nyebar utawa ngejek biasane ora masalah nanging yen dianggep ngrusak nama bisa kena uu ite pasal bab pencemaran ancaman taun penjara,Isu Meme,Negatif,Negatif
2025-10-23,dpp golkar akan tegur kader yang polisikan pembuat meme bahlil,Isu Meme,Netral,Netral
2025-10-23,sarah babiii gara gara meme bahlil username gua disaranin ganti ke chlil fak,Isu Meme,Negatif,Negatif
2025-10-23,ada akun resmi dilaporkan tim terkait pembuatan meme yang dianggap meresahkan masyarakat padahal kalau mau bukabukaan meme tidak akan menghilangkan nyawa sementara kebijakan bahlil sudah jelas membuat ada seorang ibu meninggal dunia antri tabung gas elpiji kg,Isu Tumpang Tindih,Negatif,Negatif
2025-10-23,kalo ini di sebarin apakah termasuk pencemaran nama baik seperti meme bahlil yang lain,Isu Meme,Negatif,Negatif
2025-10-23,gara meme bahlil itu mbg bakal dibagiin ke penjarapenuh netizen,Isu Meme,Negatif,Negatif
2025-10-23,day di lapas gara meme bahlil,Isu Meme,Netral,Netral
2025-10-23,di galeri ku juga banyak meme bahlil,Isu Meme,Netral,Netral
2025-10-23,dipenjara karena kasus apa repost meme bahlil pak terlalu jenaka,Isu Meme,Negatif,Negatif
2025-10-23,kasus apa bang bikin meme bahlil bang,Isu Meme,Netral,Netral
2025-10-22,reaksi aku ditangkap polisi usai repost meme bahlil,Isu Meme,Netral,Netral
2025-10-22,sialan meme or skin bahlil gak abisabis,Isu Meme,Negatif,Negatif
